timestamp,name,attribute_name,value
2021-10-26 13:20:30.358,EV Chargers,power,73.547
2021-10-26 13:50:46.711,EV Chargers,power,73.864
2021-10-26 14:21:08.905,EV Chargers,power,82.116
2021-10-26 14:51:28.466,EV Chargers,power,89.046
2021-10-26 15:21:45.839,EV Chargers,power,103.266
2021-10-26 15:52:02.884,EV Chargers,power,118.396
2021-10-26 16:22:28.265,EV Chargers,power,150.896
2021-10-26 16:52:50.868,EV Chargers,power,172.129
2021-10-26 17:23:16.878,EV Chargers,power,177.572
2021-10-26 17:53:44.499,EV Chargers,power,174.436
2021-10-26 18:24:12.598,EV Chargers,power,166.673
2021-10-26 18:54:32.871,EV Chargers,power,153.692
2021-10-26 19:24:57.782,EV Chargers,power,148.115
2021-10-26 19:55:14.684,EV Chargers,power,147.928
2021-10-26 20:25:38.398,EV Chargers,power,143.093
2021-10-26 20:55:54.851,EV Chargers,power,130.542
2021-10-26 21:26:15.659,EV Chargers,power,121.967
2021-10-26 22:27:10.937,EV Chargers,power,108.377
2021-10-26 22:57:11.553,EV Chargers,power,98.078
2021-10-26 23:27:12.081,EV Chargers,power,84.589
2021-10-26 23:57:38.042,EV Chargers,power,73.728
2021-10-27 00:28:16.174,EV Chargers,power,66.026
2021-10-27 00:58:42.746,EV Chargers,power,56.096
2021-10-27 01:28:43.302,EV Chargers,power,45.167
2021-10-27 01:59:02.464,EV Chargers,power,37.628
2021-10-27 02:29:29.395,EV Chargers,power,30.859
2021-10-27 02:59:49.251,EV Chargers,power,27.249
2021-10-27 03:30:11.268,EV Chargers,power,23.425
2021-10-27 04:00:43.491,EV Chargers,power,22.699
2021-10-27 04:31:05.064,EV Chargers,power,21.86
2021-10-27 05:01:23.029,EV Chargers,power,21.293
2021-10-27 05:31:47.842,EV Chargers,power,22.914
2021-10-27 06:02:03.559,EV Chargers,power,37.927
2021-10-27 06:32:39.989,EV Chargers,power,54.371
2021-10-27 07:02:59.84,EV Chargers,power,62.393
2021-10-27 07:33:18.985,EV Chargers,power,67.424
2021-10-27 08:03:34.313,EV Chargers,power,76.832
2021-10-27 08:34:14.644,EV Chargers,power,85.786
2021-10-27 09:04:40.984,EV Chargers,power,88.675
2021-10-27 09:35:18.067,EV Chargers,power,87.521
2021-10-27 10:05:18.663,EV Chargers,power,85.415
2021-10-27 10:35:40.958,EV Chargers,power,81.938
2021-10-27 11:06:03.179,EV Chargers,power,87.947
2021-10-27 11:36:19.526,EV Chargers,power,87.3
2021-10-27 12:06:44.944,EV Chargers,power,92.476
2021-10-27 12:36:46.206,EV Chargers,power,83.939
2021-10-27 13:06:47.409,EV Chargers,power,87.797
2021-10-27 13:36:48.292,EV Chargers,power,89.203
2021-10-27 14:07:12.987,EV Chargers,power,98.638
2021-10-27 14:37:32.644,EV Chargers,power,108.085
2021-10-27 15:07:48.646,EV Chargers,power,121.595
2021-10-27 15:37:49.952,EV Chargers,power,141.477
2021-10-27 16:08:11.642,EV Chargers,power,160.163
2021-10-27 16:38:39.029,EV Chargers,power,169.736
2021-10-27 17:09:05.746,EV Chargers,power,176.129
2021-10-27 17:39:21.223,EV Chargers,power,182.716
2021-10-27 18:09:43.599,EV Chargers,power,176.653
2021-10-27 18:40:03.368,EV Chargers,power,167.66
2021-10-27 19:10:28.214,EV Chargers,power,166.358
2021-10-27 19:40:53.704,EV Chargers,power,157.811
2021-10-27 20:11:08.906,EV Chargers,power,159.224
2021-10-27 20:41:34.767,EV Chargers,power,143.656
2021-10-27 21:12:04.561,EV Chargers,power,131.574
2021-10-27 21:42:28.475,EV Chargers,power,126.361
2021-10-27 22:13:01.82,EV Chargers,power,95.007
2021-10-27 22:43:02.8,EV Chargers,power,86.124
2021-10-27 23:13:34.387,EV Chargers,power,71.64
2021-10-27 23:43:55.826,EV Chargers,power,61.494
2021-10-28 00:14:23.789,EV Chargers,power,51.983
2021-10-28 00:44:42.829,EV Chargers,power,41.448
2021-10-28 01:15:00.729,EV Chargers,power,29.906
2021-10-28 01:45:29.617,EV Chargers,power,25.189
2021-10-28 02:15:30.426,EV Chargers,power,19.013
2021-10-28 02:45:50.237,EV Chargers,power,12.912
2021-10-28 03:16:12.666,EV Chargers,power,7.155
2021-10-28 03:46:28.664,EV Chargers,power,5.425
